families	query_name	accession	e_value	score	bias	e_value_dom	score_dom	bias_dom	exp	reg	clu	ov	env	dom	rep	inc	description
GCF_002777155.1_ASM277715v1_genomic_CDS_0772	DXP_synthase_N	PF13292.9	2.8e-07	25.9	0.0	0.0001	17.5	0.0	2.4	1	1	0	2	2	0	0	-
GCF_001183805.1_ASM118380v1_genomic_CDS_0245	DXP_synthase_N	PF13292.9	6.5e-07	24.7	0.1	0,000001	24.1	0.1	1.2	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0717	Dynamin_N	PF00350.26	5.6e-18	61.5	4.8	5.8e-05	19.1	0.0	4.5	4	1	1	5	5	0	0	-
GCF_002088315.1_ASM208831v1_genomic_CDS_0743	E1-E2_ATPase	PF00122.23	2.3e-46	153.5	0.6	6.9e-46	152.0	0.1	2.1	2	0	0	2	2	1	1	-
GCF_001183805.1_ASM118380v1_genomic_CDS_0245	E1_dh	PF00676.23	2.9e-60	199.7	0.0	3.4e-60	199.4	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0054	E1_dh	PF00676.23	1.9e-52	174.0	0.0	2.9e-52	173.4	0.0	1.2	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0350	E1_dh	PF00676.23	2E-52	173.9	0.0	2.8e-52	173.4	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0254	E3_binding	PF02817.20	1E-17	60.1	0.2	2.7e-17	58.8	0.2	1.8	1	0	0	1	1	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0536	E3_binding	PF02817.20	4.1e-11	39.0	0.0	1.3e-10	37.4	0.0	1.9	1	0	0	1	1	1	1	-
GCF_000318865.1_ASM31886v1_genomic_CDS_0587	EamA	PF00892.23	3.3e-45	149.6	33.7	3.7e-24	81.4	13.4	2.1	2	0	0	2	2	2	2	-
GCF_000092665.1_ASM9266v1_genomic_CDS_0035	EamA	PF00892.23	1.7e-11	40.4	35.1	1.3e-06	24.5	19.3	2.2	2	0	0	2	2	0	0	-
GCF_001293965.1_ASM129396v1_genomic_CDS_0782	Effector_1	PF04518.15	1.3e-153	507.4	9.3	1.3e-153	507.4	9.3	2.5	3	0	0	3	3	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0631	Effector_1	PF04518.15	7.2e-148	488.5	9.3	7.2e-148	488.5	9.3	3.0	3	1	1	4	4	1	1	-
GCF_000590635.1_ASM59063v1_genomic_CDS_0726	Effector_1	PF04518.15	7.6e-146	481.8	20.7	7.6e-146	481.8	20.7	1.9	2	0	0	2	2	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0761	Effector_1	PF04518.15	6.6e-135	445.9	13.1	6.6e-135	445.9	13.1	2.1	2	0	0	2	2	1	1	-
GCF_001729845.1_ASM172984v1_genomic_CDS_0738	Effector_1	PF04518.15	4.7e-131	433.2	9.7	5.5e-131	433.0	9.7	1.0	1	0	0	1	1	1	1	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0450	EFG_C	PF00679.27	6.1e-29	95.9	0.1	1.6e-28	94.5	0.1	1.8	1	0	0	1	1	1	1	-
GCF_000210495.1_ASM21049v1_genomic_CDS_0065	EFG_C	PF00679.27	2.9e-21	71.3	0.0	5.8e-21	70.3	0.0	1.6	1	0	0	1	1	1	1	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0450	EFG_III	PF14492.9	4.1e-34	112.5	0.1	1.1e-33	111.0	0.1	1.8	1	0	0	1	1	1	1	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0450	EFG_IV	PF03764.21	1.2e-47	156.6	0.2	2.4e-47	155.6	0.2	1.6	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0769	EFP	PF01132.23	4.1e-14	48.3	1.8	1.7e-13	46.3	1.6	2.0	2	0	0	2	2	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0119	EFP	PF01132.23	5.4e-13	44.7	0.4	9.9e-13	43.9	0.4	1.4	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0769	EFP_N	PF08207.15	2.5e-26	87.4	0.3	6E-26	86.2	0.3	1.7	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0119	EFP_N	PF08207.15	5.1e-08	28.8	0.1	8.8e-08	28.0	0.1	1.4	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0702	EF_TS	PF00889.22	6.8e-57	188.4	0.7	8.6e-57	188.0	0.7	1.1	1	0	0	1	1	1	1	-
GCF_000092685.1_ASM9268v1_genomic_CDS_0323	eIF-1a	PF01176.22	2.8e-23	77.5	0.1	3.2e-23	77.3	0.1	1.0	1	0	0	1	1	1	1	-
GCF_000590575.1_ASM59057v1_genomic_CDS_0794	ELFV_dehydrog	PF00208.24	5.4e-18	61.5	0.0	2E-11	40.0	0.0	2.2	1	1	1	2	2	1	1	-
GCF_000590575.1_ASM59057v1_genomic_CDS_0794	ELFV_dehydrog_N	PF02812.21	1.5e-19	66.0	0.0	3E-19	65.0	0.0	1.5	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0769	Elong-fact-P_C	PF09285.14	6E-26	86.0	0.5	1.4e-25	84.8	0.5	1.7	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0119	Elong-fact-P_C	PF09285.14	3.4e-19	64.3	0.0	1.5e-18	62.3	0.0	2.1	3	0	0	3	3	1	1	-
GCF_000590635.1_ASM59063v1_genomic_CDS_0598	Enolase_C	PF00113.25	2.8e-116	383.8	0.1	4.9e-116	383.0	0.1	1.4	1	1	0	1	1	1	1	-
GCF_000590635.1_ASM59063v1_genomic_CDS_0598	Enolase_N	PF03952.19	4.2e-55	181.5	0.0	7.8e-55	180.6	0.0	1.5	1	0	0	1	1	1	1	-
GCF_000226605.1_ASM22660v1_genomic_CDS_0104	Enoyl_reductase	PF12241.11	2.7e-06	22.8	0.1	0.0014	14.0	0.0	2.1	1	1	1	2	2	0	0	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0370	EPSP_synthase	PF00275.23	4.4e-85	281.8	0.0	5.6e-85	281.4	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0464	EPSP_synthase	PF00275.23	9.1e-60	198.4	0.0	1.1e-59	198.2	0.0	1.0	1	0	0	1	1	1	1	-
GCF_002777115.1_ASM277711v1_genomic_CDS_0608	ExbD	PF02472.19	1.4e-19	66.5	0.6	1.7e-19	66.2	0.6	1.0	1	0	0	1	1	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0328	Exonuc_VII_L	PF02601.18	2.1e-98	325.6	12.2	2E-82	273.1	1.0	2.1	1	1	1	2	2	2	2	-
GCF_006508185.1_ASM650818v1_genomic_CDS_0583	Exonuc_VII_S	PF02609.19	1.1e-18	63.0	2.4	1.3e-18	62.8	2.4	1.1	1	0	0	1	1	1	1	-
GCF_000319105.1_ASM31910v1_genomic_CDS_0648	Exonuc_V_gamma	PF04257.17	1.1e-18	63.4	0.1	1E-12	43.7	0.0	2.5	1	1	1	2	2	1	1	-
GCF_001317785.1_7396_3_13_genomic_CDS_0931	Exo_endo_phos	PF03372.26	1.8e-14	49.8	0.0	2.9e-14	49.1	0.0	1.3	1	0	0	1	1	1	1	-
GCF_001317785.1_7396_3_13_genomic_CDS_0931	Exo_endo_phos_2	PF14529.9	2.6e-08	29.7	0.3	6.2e-08	28.5	0.1	1.8	2	0	0	2	2	1	1	-
GCF_000318945.1_ASM31894v1_genomic_CDS_0617	F420_ligase	PF01996.19	4.1e-26	87.7	0.0	2.5e-20	68.8	0.0	2.0	1	1	1	2	2	1	1	-
GCF_001293965.1_ASM129396v1_genomic_CDS_0878	F420_oxidored	PF03807.20	5.1e-06	23.0	0.0	1.5e-05	21.5	0.0	1.8	2	0	0	2	2	0	0	-
GCF_000318925.1_ASM31892v1_genomic_CDS_0368	F420_oxidored	PF03807.20	5.4e-06	23.0	0.0	1.1e-05	22.0	0.0	1.5	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0542	FabA	PF07977.16	1.4e-33	111.4	0.0	1.7e-33	111.1	0.0	1.0	1	0	0	1	1	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0573	FAD_binding_1	PF00667.23	3.1e-16	55.5	0.0	3.6e-09	32.4	0.0	2.2	2	0	0	2	2	1	1	-
GCF_002192615.1_ASM219261v1_genomic_CDS_0854	FAD_binding_2	PF00890.27	7.4e-74	245.2	0.0	1.2e-73	244.5	0.0	1.3	1	0	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0603	FAD_binding_2	PF00890.27	3.1e-34	114.6	0.0	3.5e-34	114.5	0.0	1.0	1	0	0	1	1	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0697	FAD_binding_2	PF00890.27	1.7e-08	29.9	10.8	0,00000002	29.6	2.4	2.8	3	0	0	3	3	1	1	-
GCF_000092685.1_ASM9268v1_genomic_CDS_0098	FAD_binding_2	PF00890.27	8.4e-07	24.3	1.3	0.0056	11.7	0.2	3.4	3	1	0	3	3	0	0	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0514	FAD_binding_2	PF00890.27	1.3e-06	23.7	1.0	2.9e-06	22.5	1.0	1.6	1	0	0	1	1	1	1	-
GCF_001213045.1_5082_8_5_genomic_CDS_0425	FAD_binding_3	PF01494.22	2E-18	62.6	0.0	6.4e-12	41.3	0.0	2.2	2	0	0	2	2	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0697	FAD_binding_3	PF01494.22	8.8e-07	24.4	0.4	0.0003	16.0	0.2	2.4	2	0	0	2	2	0	0	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0603	FAD_binding_3	PF01494.22	3.8e-06	22.3	0.3	4.9e-06	21.9	0.3	1.2	1	0	0	1	1	0	0	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0852	FAD_binding_4	PF01565.26	1.7e-15	52.9	0.0	2.9e-15	52.2	0.0	1.3	1	0	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0756	FAD_binding_6	PF00970.27	0,000005	22.8	0.0	4.7e-05	19.6	0.0	2.1	2	0	0	2	2	0	0	-
GCF_001398215.1_7501_6_50_genomic_CDS_0697	FAD_oxidored	PF12831.10	1.4e-09	33.7	5.0	6.2e-09	31.5	1.9	2.7	3	0	0	3	3	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0092	FAD_syn	PF06574.15	3.9e-41	136.5	0.0	5.2e-41	136.1	0.0	1.2	1	0	0	1	1	1	1	-
GCF_002776955.1_ASM277695v1_genomic_CDS_0157	FAM83	PF07894.15	1.7e-09	33.6	2.1	0.00089	14.8	0.1	3.9	3	1	1	4	4	0	0	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0156	FAM83	PF07894.15	2.7e-09	32.9	0.2	1.3e-06	24.1	0.2	3.1	2	1	1	3	3	1	1	-
GCF_000590635.1_ASM59063v1_genomic_CDS_0153	FAM83	PF07894.15	6.5e-08	28.4	2.5	0.003	13.1	0.2	3.8	3	1	0	3	3	0	0	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0157	FAM83	PF07894.15	1.1e-06	24.4	0.4	8.9e-05	18.1	0.3	2.2	1	1	1	2	2	0	0	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0826	FA_synthesis	PF02504.18	1E-114	378.9	0.0	3.7e-114	377.1	0.0	1.7	1	1	0	1	1	1	1	-
GCF_000092665.1_ASM9266v1_genomic_CDS_0483	FDX-ACB	PF03147.17	4.6e-19	64.6	0.0	1.2e-18	63.3	0.0	1.7	1	0	0	1	1	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0504	Fe-ADH_2	PF13685.9	3.4e-08	29.5	0.0	7.4e-08	28.4	0.0	1.5	1	1	1	2	2	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0069	FecCD	PF01032.21	8.4e-10	34.0	22.6	8.4e-10	34.0	22.6	1.7	2	1	0	2	2	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0717	FeoB_N	PF02421.21	6.9e-29	96.3	0.1	1.4e-14	49.8	0.0	2.3	2	0	0	2	2	2	2	-
GCF_002777095.1_ASM277709v1_genomic_CDS_0424	FeoB_N	PF02421.21	1.3e-14	49.9	0.0	2.7e-14	48.9	0.0	1.5	1	1	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0068	FeoB_N	PF02421.21	4.6e-13	44.9	0.0	9.2e-13	43.9	0.0	1.5	1	1	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0092	FeoB_N	PF02421.21	0,000000008	31.1	0.0	1.5e-08	30.3	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0390	FeoB_N	PF02421.21	1.5e-08	30.2	0.0	2.9e-08	29.3	0.0	1.5	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0060	Fer2	PF00111.30	7.1e-14	47.5	3.9	8.4e-14	47.3	3.9	1.1	1	0	0	1	1	1	1	-
GCF_000318805.1_ASM31880v1_genomic_CDS_0756	Fer2	PF00111.30	1E-12	43.8	0.1	1.8e-12	43.1	0.1	1.4	1	0	0	1	1	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0601	Fer2_3	PF13085.9	2.5e-22	75.0	1.5	6.5e-22	73.6	0.0	2.0	2	0	0	2	2	1	1	-
GCF_000318945.1_ASM31894v1_genomic_CDS_0489	Ferrochelatase	PF00762.22	1.8e-68	226.8	0.0	2.1e-68	226.6	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0069	Fe_dep_repr_C	PF02742.18	9.9e-23	76.0	0.1	1.7e-22	75.3	0.1	1.4	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0144	FGE-sulfatase	PF03781.19	1E-69	231.0	0.0	1.4e-69	230.5	0.0	1.2	1	0	0	1	1	1	1	-
GCF_002088315.1_ASM208831v1_genomic_CDS_0680	FHA	PF00498.29	6E-21	70.6	0.1	3.7e-15	52.0	0.3	2.5	2	0	0	2	2	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0089	FHIPEP	PF00771.23	5.2e-231	764.5	6.6	5.9e-231	764.4	6.6	1.0	1	0	0	1	1	1	1	-
GCF_002192615.1_ASM219261v1_genomic_CDS_0314	FHIPEP	PF00771.23	2.1e-103	342.9	11.3	4E-81	269.3	2.3	2.7	1	1	2	3	3	2	2	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0551	FKBP_C	PF00254.31	3.3e-22	74.6	0.0	4.3e-21	71.0	0.0	2.2	2	0	0	2	2	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0551	FKBP_N	PF01346.21	1.9e-13	47.2	0.6	3.8e-13	46.2	0.5	1.6	2	0	0	2	2	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0092	Flavokinase	PF01687.20	3.5e-31	103.8	0.0	5.7e-31	103.2	0.0	1.3	1	0	0	1	1	1	1	-
GCF_002192615.1_ASM219261v1_genomic_CDS_0470	Flavoprotein	PF02441.22	3.7e-25	84.5	0.3	5E-25	84.0	0.3	1.2	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0733	FliG_M	PF14841.9	1.9e-10	36.8	1.3	2.1e-09	33.4	0.3	2.8	3	0	0	3	3	1	1	-
GCF_002192615.1_ASM219261v1_genomic_CDS_0823	FliH	PF02108.19	1E-22	76.5	0.6	1E-22	76.5	0.6	1.5	2	0	0	2	2	1	1	-
GCF_000472205.1_E_CS88_f__genomic_CDS_0688	FliMN_C	PF01052.23	2.7e-12	42.4	0.1	9.3e-10	34.3	0.3	2.3	2	0	0	2	2	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0101	FliO	PF04347.16	4.6e-11	38.9	0.1	6.1e-11	38.5	0.1	1.2	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0573	FliP	PF00813.23	8.5e-61	201.1	13.2	1.1e-60	200.8	13.2	1.1	1	0	0	1	1	1	1	-
GCF_000318545.1_ASM31854v1_genomic_CDS_0286	FMN_bind	PF04205.17	6.7e-17	57.9	0.1	1.2e-16	57.1	0.1	1.4	1	0	0	1	1	1	1	-
GCF_000318925.1_ASM31892v1_genomic_CDS_0620	FolB	PF02152.21	7E-22	74.1	0.0	7.6e-22	73.9	0.0	1.0	1	0	0	1	1	1	1	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0546	Formyl_trans_C	PF02911.21	4.6e-25	83.7	0.0	8E-25	82.9	0.0	1.4	1	0	0	1	1	1	1	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0546	Formyl_trans_N	PF00551.22	1.3e-32	108.9	0.0	1.7e-32	108.6	0.0	1.1	1	0	0	1	1	1	1	-
GCF_000226605.1_ASM22660v1_genomic_CDS_0214	FrsA-like	PF06500.14	4.7e-07	24.8	0.1	8.8e-07	23.9	0.0	1.4	2	0	0	2	2	1	1	-
GCF_000319105.1_ASM31910v1_genomic_CDS_0135	FSH1	PF03959.16	2.5e-10	36.3	0.0	4.3e-10	35.5	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000590575.1_ASM59057v1_genomic_CDS_0727	FtsA	PF14450.9	4.1e-09	32.8	0.5	1.4e-08	31.0	0.1	2.1	2	0	0	2	2	0	0	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0753	FtsK_4TM	PF13491.9	4.5e-09	32.2	12.7	1.8e-08	30.2	12.7	1.8	1	1	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0753	FtsK_alpha	PF17854.4	8.6e-30	98.9	0.1	1.5e-29	98.1	0.1	1.4	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0753	FtsK_gamma	PF09397.13	1.1e-27	91.5	0.0	2.2e-27	90.6	0.0	1.5	1	0	0	1	1	1	1	-
GCF_000304515.1_Cm_FSW4_genomic_CDS_0753	FtsK_SpoIIIE	PF01580.21	3.5e-50	166.5	0.1	2.9e-48	160.3	0.1	2.2	1	1	0	1	1	1	1	-
GCF_006508185.1_ASM650818v1_genomic_CDS_0132	FTSW_RODA_SPOVE	PF01098.22	5.5e-84	278.1	18.8	6.5e-84	277.9	18.8	1.0	1	0	0	1	1	1	1	-
GCF_000092665.1_ASM9266v1_genomic_CDS_0739	FTSW_RODA_SPOVE	PF01098.22	1.4e-65	217.6	21.1	1.7e-65	217.3	21.1	1.0	1	0	0	1	1	1	1	-
GCF_000590635.1_ASM59063v1_genomic_CDS_0150	FtsX	PF02687.24	5E-16	54.8	5.5	5E-16	54.8	5.5	2.1	2	0	0	2	2	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0874	FumaraseC_C	PF10415.12	7.2e-19	63.9	0.0	1.5e-18	62.9	0.0	1.6	1	0	0	1	1	1	1	-
GCF_001317785.1_7396_3_13_genomic_CDS_0761	G6PD_C	PF02781.19	6.7e-115	379.1	0.0	9E-115	378.7	0.0	1.2	1	0	0	1	1	1	1	-
GCF_001317785.1_7396_3_13_genomic_CDS_0761	G6PD_N	PF00479.25	1.1e-61	204.6	0.0	1.6e-61	204.1	0.0	1.2	1	0	0	1	1	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0552	GAD	PF02938.17	2.2e-30	100.7	0.1	3.9e-30	99.9	0.1	1.4	1	0	0	1	1	1	1	-
GCF_000590635.1_ASM59063v1_genomic_CDS_0182	GATase	PF00117.31	6.9e-55	181.7	0.0	1.1e-54	181.0	0.0	1.4	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0834	GATase_4	PF13230.9	1.5e-06	23.2	0.0	3.4e-06	22.1	0.0	1.5	2	0	0	2	2	0	0	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0834	GATase_6	PF13522.9	1.1e-22	76.4	0.0	2.1e-22	75.6	0.0	1.4	1	0	0	1	1	1	1	-
GCF_001183765.1_ASM118376v1_genomic_CDS_0834	GATase_7	PF13537.9	3.1e-19	65.1	0.0	6.9e-19	64.0	0.0	1.6	2	0	0	2	2	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0005	GatB_N	PF02934.18	1E-97	322.7	0.0	1.4e-97	322.3	0.0	1.2	1	0	0	1	1	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0005	GatB_Yqey	PF02637.21	1.6e-44	147.3	0.0	2.5e-44	146.7	0.0	1.3	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0055	GcpE	PF04551.17	4.9e-141	465.8	0.1	9.3e-102	336.6	0.0	2.0	2	0	0	2	2	2	2	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0279	GCV_H	PF01597.22	6.9e-24	80.0	0.0	7.8e-24	79.9	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000318925.1_ASM31892v1_genomic_CDS_0814	GHMP_kinases_N	PF00288.29	6.1e-10	35.2	0.1	1.5e-08	30.7	0.0	2.3	2	0	0	2	2	1	1	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0514	GIDA	PF01134.25	2.5e-155	513.3	0.0	4.5e-155	512.4	0.0	1.4	2	0	0	2	2	1	1	-
GCF_001398215.1_7501_6_50_genomic_CDS_0697	GIDA	PF01134.25	7.7e-31	103.4	4.6	4.9e-21	71.1	0.1	3.0	2	1	1	3	3	2	2	-
GCF_002192615.1_ASM219261v1_genomic_CDS_0854	GIDA	PF01134.25	2.6e-08	29.3	3.0	6.7e-07	24.6	0.2	2.6	3	0	0	3	3	1	1	-
GCF_001183825.1_ASM118382v1_genomic_CDS_0603	GIDA	PF01134.25	6.7e-08	27.9	0.1	8.8e-08	27.5	0.1	1.1	1	0	0	1	1	1	1	-
GCF_000092685.1_ASM9268v1_genomic_CDS_0098	GIDA	PF01134.25	0,000002	23.0	1.3	0.013	10.5	0.2	3.9	3	1	1	4	4	0	0	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0514	GIDA_C	PF13932.9	1.2e-67	224.1	0.1	1.8e-67	223.5	0.1	1.3	1	0	0	1	1	1	1	-
GCF_000092665.1_ASM9266v1_genomic_CDS_0806	GIY-YIG	PF01541.27	5.9e-13	44.9	2.1	3.4e-12	42.4	0.1	2.5	2	0	0	2	2	1	1	-
GCF_000092665.1_ASM9266v1_genomic_CDS_0003	Glu-tRNAGln	PF02686.18	3.4e-10	36.1	0.4	4.8e-10	35.6	0.4	1.2	1	0	0	1	1	1	1	-
GCF_000590695.1_ASM59069v1_genomic_CDS_0183	Glucosamine_iso	PF01182.23	1.6e-49	164.7	0.0	2E-49	164.4	0.0	1.0	1	0	0	1	1	1	1	-
GCF_000092665.1_ASM9266v1_genomic_CDS_0675	GlutR_N	PF05201.18	3.6e-32	107.1	0.1	6.2e-32	106.3	0.1	1.3	1	0	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0817	Glycos_transf_1	PF00534.23	5.2e-14	48.1	0.0	9.3e-14	47.3	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000173495.1_ASM17349v1_genomic_CDS_0776	Glycos_transf_4	PF00953.24	4.7e-36	120.2	9.8	1.1e-35	119.0	9.8	1.6	1	0	0	1	1	1	1	-
GCF_006508265.1_ASM650826v1_genomic_CDS_0460	Glycos_transf_N	PF04413.19	1.1e-47	157.9	0.0	1.8e-47	157.2	0.0	1.4	1	0	0	1	1	1	1	-
GCF_000590635.1_ASM59063v1_genomic_CDS_0086	Glyco_hydro_77	PF02446.20	2.7e-128	424.6	0.2	3.4e-128	424.3	0.2	1.0	1	0	0	1	1	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0777	Glyco_transf_28	PF03033.23	1.3e-34	115.2	0.0	2.5e-34	114.2	0.0	1.5	1	0	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0817	Glyco_transf_4	PF13439.9	2.9e-10	36.3	0.0	8.9e-09	31.5	0.0	2.5	1	1	0	1	1	1	1	-
GCF_000318785.1_ASM31878v1_genomic_CDS_0817	Glyco_transf_5	PF08323.14	2.4e-51	170.7	0.7	5.1e-51	169.6	0.1	1.8	2	0	0	2	2	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0777	Glyco_tran_28_C	PF04101.19	6.7e-45	149.0	0.1	9.2e-45	148.6	0.1	1.1	1	0	0	1	1	1	1	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0165	Gly_transf_sug	PF04488.18	4.2e-16	55.4	2.1	1.9e-15	53.2	0.4	2.6	2	0	0	2	2	1	1	-
GCF_000590575.1_ASM59057v1_genomic_CDS_0167	Gly_transf_sug	PF04488.18	5.4e-16	55.0	2.5	2.4e-15	52.9	0.4	2.7	2	0	0	2	2	1	1	-
GCF_001293965.1_ASM129396v1_genomic_CDS_0878	GPD_NAD_C_bact	PF20618.1	2.2e-19	65.8	0.0	2.9e-17	59.0	0.0	2.6	3	0	0	3	3	1	1	-
GCF_000092665.1_ASM9266v1_genomic_CDS_0515	Gp_dh_C	PF02800.23	1.4e-67	222.1	0.0	1.9e-67	221.7	0.0	1.2	1	0	0	1	1	1	1	-
GCF_000092665.1_ASM9266v1_genomic_CDS_0515	Gp_dh_N	PF00044.27	4.1e-37	122.6	0.0	8.3e-37	121.6	0.0	1.5	1	0	0	1	1	1	1	-
GCF_000093005.1_ASM9300v1_genomic_CDS_0841	GRASP55_65	PF04495.17	1.2e-09	34.6	0.1	0.00025	17.4	0.0	2.5	1	1	1	2	2	0	0	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0004	GreA_GreB	PF01272.22	3.7e-21	70.8	0.1	9.5e-21	69.5	0.1	1.7	1	0	0	1	1	1	1	-
GCF_000220105.1_ASM22010v1_genomic_CDS_0004	GreA_GreB_N	PF03449.18	2.5e-17	58.8	2.7	2.5e-17	58.8	2.7	2.0	2	0	0	2	2	1	1	-
GCF_001183845.1_ASM118384v1_genomic_CDS_0400	GrpE	PF01025.22	5.6e-50	165.2	3.8	6.7e-50	164.9	3.8	1.0	1	0	0	1	1	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0390	GTP-bdg_M	PF16360.8	6.6e-28	93.1	6.7	1.3e-27	92.1	6.7	1.5	1	0	0	1	1	1	1	-
GCF_000026905.1_ASM2690v1_genomic_CDS_0390	GTP-bdg_N	PF13167.9	2.8e-25	84.8	0.0	7E-25	83.5	0.0	1.7	1	0	0	1	1	1	1	-
GCF_002777095.1_ASM277709v1_genomic_CDS_0424	GTP1_OBG	PF01018.25	7.3e-55	180.9	3.2	1E-54	180.4	3.2	1.2	1	0	0	1	1	1	1	-
GCF_000318825.1_ASM31882v1_genomic_CDS_0744	GTP_cyclohydro2	PF00925.23	1.4e-67	222.3	0.0	2.3e-67	221.7	0.0	1.3	1	0	0	1	1	1	1	-
GCF_002777155.1_ASM277715v1_genomic_CDS_0450	GTP_EFTU	PF00009.30	1.2e-69	229.7	0.1	1.9e-69	229.1	0.1	1.3	1	0	0	1	1	1	1	-
GCF_002776955.1_ASM277695v1_genomic_CDS_0326	GTP_EFTU	PF00009.30	6.3e-58	191.5	0.2	8.4e-58	191.1	0.2	1.2	1	0	0	1	1	1	1	-
